mpn;gender;contact_material;contact_plating;color;housing_color;housing_material;mounting_style;number_of_contacts;number_of_positions;number_of_rows;orientation;pin_pitch;material;size_diameter;size_length;size_height;size_width
5787685-1;Female;Phosphor Bronze;Tin;;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06932;0.01242;0.01255
2-111623-4;Female;Beryllium Copper;Tin Lead;Black;Black;Plastic;;40;40;2;;0.002;;;0.04519;0.01024;0.00516
5745189-1;Female;Phosphor Bronze;Tin;Black;Black;Plastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06932;0.0109;0.01255
1658391-1;Female;Copper Alloy;Gold;;Black;;Surface Mount;40;;;;;Copper Alloy;;0.0145;0.0255;0.06325
443976-4;Female;Brass;Gold;;Black;Plastic;Solder;37;37;2;Vertical;;;;0.06894;0.01225;0.01217
207019-1;Male;Copper;;Red;Red;Thermoplastic;Panel;36;36;4;;0.005;;;0.02784;0.05545;0.02715
5747835-4;Male;Brass;Gold Flash;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.00277;;;0.06932;0.01255;0.02469
552284-1;Male;Copper Alloy;Gold Flash;;Black;Thermoplastic;;36;36;;;0.00216;;;0.068199;0.017526;0.015367
2-5747709-0;Female;Phosphor Bronze;Tin over Copper;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.002769;;;0.069317;0.008077;0.012548
5745784-6;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.002769;;;0.069317;0.012548;0.018796
5747301-2;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06939;0.01216;0.01255
5530843-2;Female;Phosphor Bronze;Tin;Black;Black;Polyester;Through Hole;30;15;2;Vertical;0.00254;;;0.0447;0.01549;0.009347
1658677-1;Male;;;Black;;;;44;44;;;;;;0.038989;;0.04003
5747847-6;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.002769;;;0.069317;0.012548;0.018796
102387-9;Female;Beryllium Copper;;Black;Black;Thermoplastic;Through Hole;40;40;2;;0.00254;;;0.055372;0.01524;0.005766
1-640526-0;Male;;;Red;Red;Nylon;Panel;36;36;;;0.004191;Nylon;;0.040894;0.019939;0.021336
10051922-3010ELF;Female;Copper Alloy;Gold;;;;Surface Mount;30;30;;;0.0005;;;0.0175;0.0012;0.0034
1658621-9;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;40;40;2;Vertical;0.00254;;;0.055372;0.011786;0.006096
5787170-4;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Solder;40;40;4;Right Angle;0.00127;;;0.0461;0.01031;0.01676
203956-2;Male;;;Black;Black;;Panel;36;36;4;;;;;0.06591;0.01981;0.02324
SFW30R-2STE1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;30;30;;;0.001;;;0.0358;0.0027;0.0055
747713-2;Female;Copper Alloy;Gold over Nickel;;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.002769;;;0.06932;0.01217;0.01293
5650858-5;Female;Phosphor Bronze;Tin;Gray;Gray;Plastic;PC Board;32;32;2;Vertical;0.00254;;;0.05334;0.0115;0.00795
61082-041402LF;Female;Copper Alloy;Gold;;;Plastic;Surface Mount;40;40;2;;0.0008;;;0.0218;0.0037;0.006
2-111446-2;Male;Phosphor Bronze;Gold Flash;;Black;Plastic;;34;34;2;Vertical;0.00254;;;0.057709;0.019152;0.008382
5747847-4;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.002769;Steel;;0.069317;0.012548;0.018796
6-534998-7;Female;Phosphor Bronze;Tin;Black;Black;Plastic;Through Hole;34;34;2;Vertical;0.00254;;;0.04318;0.00673;0.00503
2-487545-7;Female;;;Black;Black;Polyester;;30;30;;;0.00127;;;0.039192;0.014859;0.006985
54132-4097;Female;Phosphor Bronze;Tin;;;Nylon;Surface Mount;40;40;1;;0.0005;;;0.0255;0.002;0.005
5179029-1;Male;Brass;Tin;;Natural;Thermoplastic;Surface Mount;40;40;2;Vertical;0.0008;;;0.0218;0.0056;0.006
2-534206-0;Female;Phosphor Bronze;Tin Lead;Black;Black;Polyester;Through Hole;40;40;2;Vertical;0.00254;;;0.0508;0.00864;0.00503
3-487937-0;;;;Black;Black;Thermoplastic;;30;30;;;0.00127;;;0.020244;0.014859;0.009525
98414-G06-44LF;Male;Copper Alloy;Gold;;;;Through Hole;44;44;2;;0.002;;;0.046;0.0059;0.0061
61083-042402LF;Male;Brass;Gold;;;Plastic;Surface Mount;40;40;2;;0.0008;;;0.0218;0.0057;0.006
62684-451100ALF;Female;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;45;45;;;0.0005;;;0.028;0.002;0.005
5747843-6;Male;Brass;Tin over Nickel;Black;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.00277;Metal;;0.06932;0.01255;0.0188
61082-043402LF;Female;Copper Alloy;Gold;;;Plastic;Surface Mount;40;40;2;;0.0008;;;0.0218;0.0117;0.0068
1658608-1;Male;Phosphor Bronze;Gold over Nickel;Black;Black;Thermoplastic;;37;37;2;;0.002769;;;0.069393;0.018567;0.012598
CHG-2034-J01010-KEP;Female;Copper Alloy;Gold over Nickel;Gray;Gray;Plastic;;34;34;2;;0.00254;;;0.04382;0.01524;0.00594
204505-1;Male;Brass Alloy;;;;;Panel;44;44;;;;;;0.053416;;0.012167
10042867-45MB10ELF;;Phosphor Bronze;Gold;;;;Surface Mount;45;45;;;0.0005;;;0.025;0.0012;0.0036
1734099-4;Male;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Through Hole;40;40;;Right Angle;;;;0.03533;0.0075;0.01746
7-534998-0;Female;Phosphor Bronze;Tin;Black;Black;Plastic;Through Hole;40;40;2;Vertical;0.00254;;;0.0508;0.00673;0.00503
FH28-40S-0.5SH(05);Female;Phosphor Bronze;Gold;;;;Surface Mount;40;40;;;0.0005;;;0.0249;0.00255;0.0065
5530843-4;Female;Phosphor Bronze;Tin;Black;Black;Polyester;Through Hole;44;20;2;Vertical;0.00254;;;0.062484;0.01549;0.009347
3402-0000T;Male;Copper Alloy;Tin;;Gray;Plastic;PCB;34;34;4;;0.00254;;;0.0483;0.0056;0.0102
SFV30R-1STE1LF;Female;Phosphor Bronze;Tin;;Black;Plastic;Surface Mount;30;30;;;0.0005;;;0.0205;0.0018;0.0049
1658612-1;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;;37;37;2;;0.00276;Thermoplastic;;0.069393;0.018618;0.012598
52991-0408;Female;Phosphor Bronze;Gold;;;;Surface Mount;40;40;2;Vertical;0.0005;;;0.0138;0.00227;0.0054
2-111623-3;Female;Beryllium Copper;Tin Lead;Black;Black;Plastic;;30;30;2;;0.002;;;0.03518;0.01024;0.00516
62684-322100ALF;Female;Phosphor Bronze;Gold;;Beige;Plastic;Surface Mount;32;32;;;0.0005;;;0.0215;0.002;0.005
305-044-500-202;Female;Phosphor Bronze;Gold;Green;Green;Plastic;Through Hole;44;44;2;;0.00396;;;0.09505;0.01168;0.00871
1-746610-8;Male;Phosphor Bronze;Tin;Black;Black;Plastic;Through Hole;34;34;2;Vertical;0.00254;;;0.047752;0.010058;0.007061
XF2L-3025-1A;Female;Copper Alloy;Gold;;;;Surface Mount;30;30;;;0.0005;;;0.0199;0.0012;0.00345
62684-342100ALF;;Phosphor Bronze;Tin Alloy;;Beige;Plastic;Surface Mount;34;34;;;0.0005;;;0.0225;0.002;0.005
L77DC37S;Female;Brass;Gold;Black;Black;Plastic;Solder;37;37;2;;;;;0.0697;;0.01293
5-747917-2;Female;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Solder;37;37;2;;0.00277;Steel;;0.0694;0.0119;0.0125
HLW30S-2C7LF;Female;Phosphor Bronze;Tin;;Black;Plastic;Through Hole;30;30;;;0.001;;;0.0326;0.0059;0.0039
747843-4;Male;Brass;Gold Flash;;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.00274;;;0.06932;0.01255;0.0188
62674-321121ALF;Female;Phosphor Bronze;Gold;;Black;;Surface Mount;32;32;;;0.0005;;;0.0205;0.0041;0.00295
61083-041402LF;Male;Brass;Gold;;;Plastic;Surface Mount;40;40;2;;0.0008;;;0.0218;0.0047;0.006
10236-6212PC;Female;Copper Alloy;Gold over Nickel;;Black;Plastic;Panel;36;36;2;;0.00127;;;0.0435;0.011;0.0091
1658660-1;Female;;;Black;Black;Nylon;;37;37;;;;;;0.072771;0.018542;0.037262
FSI-120-10-L-D-E-AD;Female;Beryllium Copper;Gold;Black;Black;Plastic;Surface Mount;40;40;2;;0.001;;;0.0341;0.01;0.00902
5-104550-5;Female;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Surface Mount;40;40;2;Vertical;0.00127;;;0.026518;0.009398;0.005029
09200162813;Female;Copper Alloy;Silver;Gray;;;Panel;32;32;;;;;;0.0724;0.03;0.032
207534-8;Female;Phosphor Bronze;Tin;Red;Red;Nylon;Through Hole;36;36;4;Vertical;0.005;;;0.06231;0.01435;0.02555
0555600307;Male;Brass;Gold;Black;Black;Plastic;Surface Mount;30;30;2;Vertical;0.0005;Brass;;0.00895;0.00115;0.00283
2-111196-0;Female;Copper Alloy;Tin;Black;Black;Thermoplastic;;40;40;2;;0.00127;;;0.032004;0.01473;0.00645
62674-301121ALF;Female;Phosphor Bronze;Gold;;Black;;Surface Mount;30;30;;;0.0005;;;0.0195;0.0041;0.00295
5499910-9;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;40;40;2;Vertical;0.00254;;;0.070104;0.013945;0.008534
204517-2;Male;Copper Alloy;Gold;;;;;44;44;;;;;;0.053416;;0.012929
102387-7;Female;Beryllium Copper;;Black;Black;Thermoplastic;Through Hole;30;30;2;;0.00254;;;0.042672;0.01524;0.005766
1218124-4;Male;Brass;Gold;;Black;Plastic;Solder;37;37;2;Vertical;;;;0.06932;0.01478;0.01255
2-111446-3;Male;Phosphor Bronze;Gold over Nickel;;Black;Plastic;;40;40;2;Vertical;0.00254;;;0.065329;0.019152;0.008382
1658651-1;Female;;;Black;Black;Nylon;;37;37;;;;;;0.056261;;0.048057
SFW30S-2STME1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;30;30;;;0.001;;;0.0364;0.0053;0.0036
747714-2;Female;Copper Alloy;Gold over Nickel;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.002769;;;0.06932;0.01217;0.01293
3-487545-7;Female;;;Black;Black;Polyester;;40;40;;;0.00127;;;0.051892;0.014859;0.006985
207121-9;Male;Copper Alloy;Tin;Red;Red;Nylon;PCB;36;36;4;Vertical;0.005;;;0.04801;0.01179;0.0239
52610-3071;Female;Phosphor Bronze;Tin over Nickel;;;Nylon;Surface Mount;30;30;1;;0.001;;;0.0366;0.00725;0.0036
61083-044402LF;Male;Brass;Gold;;;Plastic;Surface Mount;40;40;2;;0.0008;;;0.0218;0.0077;0.006
552314-1;Female;Copper Alloy;Gold Flash;;Black;Thermoplastic;;36;36;;;;;;0.068199;0.017526;0.015367
FSI-120-06-L-D-E-AD;Female;Beryllium Copper;Gold;Black;Black;Plastic;Surface Mount;40;40;2;;0.001;;;0.0341;0.006;0.00902
89047-102LF;Female;;Gold;;;;PCB;30;30;5;;0.002;;;0.01195;0.01135;0.02315
395-040-520-202;Female;Copper Alloy;Gold;Black;Black;Plastic;Through Hole;40;40;2;;0.00254;;;0.0574;0.01524;0.0094
1-745498-5;Male;Phosphor Bronze;Gold over Nickel;Black;Black;Plastic;;37;37;2;;0.002769;Thermoplastic;;0.069698;0.022581;0.012929
90142-0036;Female;;;;Black;;;36;36;2;;0.00254;;;0.045872;0.007722;0.01524
201357-1;Male;;;Blue;Blue;Diallyl Phthalate;Panel;34;34;4;;0.00381;;;0.0508;0.023241;0.01905
54104-4096;Female;Phosphor Bronze;Tin;;;Nylon;Surface Mount;40;40;;;0.0005;;;0.0255;0.002;0.005
5499141-9;Male;Phosphor Bronze;Tin;;Black;Polyester;Through Hole;40;40;2;Right Angle;0.00254;Thermoplastic;;0.070104;0.008534;0.013945
1-111626-0;Female;Phosphor Bronze;Tin Lead;Black;Black;Plastic;PCB;44;44;2;;0.002;;;0.04917;0.010236;0.005156
54132-3697;Female;Phosphor Bronze;Tin;;;Nylon;Surface Mount;36;36;1;;0.0005;;;0.0235;0.002;0.005
5767007-8;Male;Copper Alloy;Tin;Black;Black;Plastic;Surface Mount;38;38;2;Vertical;0.000635;;;0.0254;0.00638;0.00528
62674-331121ALF;Female;Phosphor Bronze;Gold;;Black;;Surface Mount;33;33;;;0.0005;;;0.021;0.0041;0.00295
SFW30R-1STE1LF;Female;Phosphor Bronze;Tin;;Brown;;Surface Mount;30;30;;;0.001;;;0.0358;0.0027;0.0055
3417-7040;Female;Copper Alloy;Gold;Gray;Gray;Plastic;;40;40;2;;0.00254;;;0.0554;0.0163;0.0061
650858-5;Female;Phosphor Bronze;Tin Lead;;Gray;Polyester;PC Board;32;32;2;Vertical;0.00254;;;0.05334;0.0115;0.00795
200838-2;Female;;;Black;Black;Plastic;Panel;34;34;4;;0.00381;;;0.0508;0.01905;0.02324
89130-0101;Female;Phosphor Bronze;Gold Flash;;Gray;Plastic;;30;30;2;;0.00254;;;0.0427;0.0106;0.0061
52057-102LF;Female;Copper Alloy;Gold;;;;PCB;30;30;6;;0.002;;;0.01198;0.0108;0.02385
1658694-3;Male;Phosphor Bronze;Tin;Black;Black;Nylon;Through Hole;40;40;2;Vertical;0.00254;;;0.070104;0.013945;0.008534
3414-7600;Female;Copper Alloy;Nickel;Gray;Gray;Plastic;;34;34;2;;0.00127;;;0.0477;0.0104;0.0061
747301-7;Female;Phosphor Bronze;Gold Flash;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06939;0.01216;0.01255
171-037-113R911;Male;Brass;Gold;Black;Black;Plastic;Solder;37;37;2;;0.00277;;;0.069393;0.009931;0.012598
61082-041400LF;Female;Beryllium Copper;Gold;;;Plastic;Surface Mount;40;40;2;;0.0008;;;0.0218;0.0037;0.006
5102154-9;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;40;40;2;Vertical;0.00254;;;0.070104;0.013945;0.008534
91525-1210;Female;;Gold over Nickel;Black;;;Solder;33;12;2;Right Angle;0.0005;;;0.0489;0.0121;0.02075
5-104078-2;Female;Copper Alloy;Tin;Black;Black;Thermoplastic;Through Hole;40;40;2;Vertical;0.00254;;;0.026518;0.00889;0.005029
3448-4640;;;;Gray;;;;40;40;;;;Stainless Steel;;0.30988;0.20828;0.21082
305-044-520-202;Female;Copper Alloy;Gold;Green;Green;Plastic;Through Hole;44;44;2;;0.00396;;;0.09505;0.01168;0.00871
61082-043400LF;Female;Copper Alloy;Gold;;;Plastic;Surface Mount;40;40;2;;0.0008;;;0.0218;0.0117;0.0068
552274-1;Male;Copper Alloy;Gold Flash;Blue;Black;Plastic;;36;36;;;;;;0.062535;0.017526;0.015367
102387-8;Female;Beryllium Copper;;Black;Black;Thermoplastic;Through Hole;34;34;2;;0.00254;;;0.047752;0.01524;0.005766
1658623-7;Female;Phosphor Bronze;Tin;Black;Black;Plastic;;30;30;2;Vertical;0.00254;;;0.042672;0.011786;0.006096
182-037-113R531;Male;Brass;Gold;Black;Black;Plastic;Solder;37;37;2;;0.00277;;;0.069317;0.012548;0.02495
71922-140LF;Male;Phosphor Bronze;Gold;;;;Through Hole;40;40;2;;0.00254;;;0.0701;0.0086;0.0174
90130-1240;Male;Brass;Tin;Black;Black;Plastic;PC Board;40;40;2;Vertical;0.00254;;;0.053518;0.0109;0.00975
305-036-520-202;Female;Copper Alloy;Gold;Green;Green;Plastic;Through Hole;36;36;2;;0.00396;;;0.0792;0.01168;0.00871
FH12-32S-0.5SH(55);Female;Phosphor Bronze;Gold;;Brown;Plastic;Surface Mount;32;32;;;0.0005;;;0.0191;0.002;0.0056
87568-4463;Female;Copper Alloy;Gold;Black;Black;Plastic;;44;44;2;;0.002;;;0.05065;0.0114;0.00555
52207-3085;Female;Phosphor Bronze;Tin;;;Nylon;Surface Mount;30;30;1;;0.001;;;0.03632;0.0027;0.0069
1-1761606-3;Male;Phosphor Bronze;Tin;Black;Black;Nylon;Through Hole;40;40;2;Vertical;0.00254;;;0.05842;0.009779;0.009144
73981-102LF;Female;Copper Alloy;Gold;;;;PCB;30;30;6;;0.002;;;0.01198;0.0108;0.0237
5103309-7;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;34;34;2;Vertical;0.00254;;;0.0508;0.009779;0.009144
5499910-8;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Vertical;34;34;2;Vertical;0.00254;;;0.062484;0.013945;0.008534
305-036-500-202;Female;Copper Alloy;Gold;Green;Green;Plastic;Solder;36;36;2;;0.00396;;;0.0792;0.01168;0.00871
5-747916-2;Male;Phosphor Bronze;Gold Flash;Black;Black;Plastic;Solder;37;9;2;;0.00277;Steel;;0.0694;0.0122;0.0125
3414-6634;Female;Copper Alloy;Gold;Gray;Gray;Plastic;;34;34;2;;0.00254;Polybutylene Terephthalate;;0.0477;0.0163;0.0061
22-55-2302;Female;;;;Black;Polyester;;30;30;2;;0.00254;;;0.03807;0.00505;0.01524
52437-3072;Female;Phosphor Bronze;Tin;;;Nylon;Surface Mount;30;30;1;;0.0005;;;0.0216;0.002;0.0045
52559-3072;Female;Phosphor Bronze;Tin;;;Nylon;Surface Mount;30;30;1;;0.0005;;;0.0207;0.0039;0.003
357-044-520-202;Female;Copper Alloy;Gold;Black;Black;Plastic;Through Hole;44;44;2;;0.00396;;;0.09505;0.01168;0.00871
10018783-10200TLF;Female;Copper Alloy;Gold;;Black;Nylon;Solder;36;36;;;0.001;;;0.025;0.01125;0.0074
5102154-7;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;30;30;2;Vertical;0.00254;;;0.057404;0.013945;0.008534
1-1761608-1;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;34;34;2;Vertical;0.00254;;;0.0508;0.009779;0.009144
307-030-500-202;Female;Copper Alloy;Gold;Green;Green;Plastic;Through Hole;30;30;2;;0.00396;;;0.06731;0.01168;0.00871
1-1761606-1;Male;Phosphor Bronze;Tin;Black;Black;Nylon;Through Hole;34;34;2;Vertical;0.00254;;;0.0508;0.009779;0.009144
32-6518-10;;Beryllium Copper;Brass;;;;Solder;32;;;;0.00254;;;0.04064;0.00241;0.0152
747252-4;Male;Brass;Tin over Nickel;;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.00274;;;0.06932;0.01255;0.0188
1-745498-6;Male;Phosphor Bronze;Gold over Nickel;Black;Black;Plastic;Through Hole;37;37;2;;0.002769;;;0.069698;0.022581;0.012929
1-1761607-1;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;34;34;2;Right Angle;0.00254;;;0.0508;0.009144;0.009779
1658613-1;Male;Phosphor Bronze;Gold over Nickel;Black;Black;Thermoplastic;;37;37;2;;0.00276;Thermoplastic;;0.069393;0.018567;0.012598
307-036-500-202;Female;Copper Alloy;Gold;Green;Green;Plastic;Through Hole;36;36;2;;0.00396;;;0.0792;0.01168;0.00871
5102321-8;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;34;34;2;Vertical;0.00254;;;0.062484;0.013945;0.008534
51089-3405;Female;;;;Gray;Thermoplastic;;34;34;2;;0.002;;;0.0375;0.0082;0.0062
N3432-6002RB;Male;Copper Alloy;Gold;Beige;Black;Polyester;Solder;40;40;2;;0.00254;;;0.0702;0.017272;0.0083
89134-0001;Female;Phosphor Bronze;Gold Flash;;Gray;Plastic;;34;34;2;;0.00254;;;0.0477;0.0106;0.0061
1-1761608-3;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;40;40;2;Vertical;0.00254;;;0.05842;0.009779;0.009144
87758-3016;Male;Phosphor Bronze;Gold;Black;Black;Nylon;Solder;30;30;2;Vertical;0.002;;;0.0299;0.0015;0.004
207829-4;Female;Phosphor Bronze;Tin Lead;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06939;0.00808;0.01041
3414-6034;Female;Copper Alloy;Gold;Gray;Gray;Plastic;;34;34;2;;0.00254;;;0.0477;0.0163;0.0061
N10236-52B2PC;Female;Copper Alloy;Gold;;Beige;Plastic;Panel;36;36;2;;0.00127;;;0.0435;0.0094;0.0167
3417-6600;Female;Copper Alloy;Nickel;Gray;Gray;Plastic;;40;40;2;;0.00254;Polybutylene Terephthalate;;0.0554;0.0104;0.0061
87758-4416;Male;Phosphor Bronze;Gold;Black;Black;Nylon;Through Hole;44;44;2;Vertical;0.002;;;0.0439;0.0015;0.004
8237-6000;Male;Copper Alloy;Gold;Gray;Gray;Plastic;;37;37;2;;0.002769;;;0.0696;0.008382;0.0124
2-552275-1;Female;Copper Alloy;Gold Flash;;Black;Plastic;Panel;36;36;;;;;;0.068199;0.017526;0.015367
5747715-2;Female;Copper Alloy;Gold over Nickel;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.002769;;;0.054839;0.012167;0.012929
52559-3672;Female;Phosphor Bronze;Tin;;;Nylon;Surface Mount;36;36;;;0.0005;;;0.0237;0.0039;0.003
10140-6000EC;Male;Beryllium Copper;Gold;;Black;Plastic;PC Board;40;40;2;;0.00127;;;0.0347;0.0127;0.0091
4634-6300;Male;Copper;Gold;;Gray;Plastic;Panel;34;34;2;;0.00254;;;0.0686;0.01334;0.0084
2-747709-0;Female;Phosphor Bronze;Tin over Copper;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.002769;;;0.069317;0.008077;0.012548
66953-020LF;Female;Brass;Gold;;Black;Plastic;Through Hole;40;40;2;;0.00254;;;0.0508;0.00825;0.0061
3417-6640;Female;Copper Alloy;Gold;Gray;Gray;Plastic;;40;40;2;;0.00254;Polybutylene Terephthalate;;0.0554;0.0163;0.0061
3414-7000;Female;Copper Alloy;Nickel;;Gray;Plastic;;34;34;2;;0.00127;;;0.0477;0.0104;0.0061
68001-436HLF;Male;Phosphor Bronze;Tin;;;;Through Hole;36;36;1;;0.00254;;;0.09144;0.00584;0.00241
4-103239-0;Male;Phosphor Bronze;Tin Lead;Black;Black;Thermoplastic;PCB;40;40;1;Vertical;0.00254;;;0.101194;0.002286;0.002337
6-102619-8;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;PCB;40;40;2;Vertical;0.00254;;;0.057912;0.01016;0.011176
5103310-7;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;34;34;2;Right Angle;0.00254;;;0.0508;0.009144;0.009779
6-534206-5;Female;Phosphor Bronze;Tin;Black;Black;Polyester;Through Hole;30;30;2;Vertical;0.00254;;;0.0381;0.00864;0.00503
57202-G52-22LF;Male;Copper Alloy;Gold;;Black;Plastic;Surface Mount;44;44;2;;0.002;;;0.044;;0.004
5120789-1;Female;Copper Alloy;Tin;;Black;Polyester;Through Hole;30;30;6;Right Angle;0.002;;;0.02099;0.01318;0.02167
87568-4093;Female;Copper Alloy;Gold;;Black;Plastic;;40;40;2;;0.002;;;0.04665;0.0114;0.00555
87831-3020;Male;Phosphor Bronze;Gold;Black;Black;Nylon;Through Hole;30;30;2;Straight;0.002;;;0.03265;0.0064;0.0063
5102154-8;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;34;34;2;Vertical;0.00254;;;0.062484;0.013945;0.008534
5-104549-5;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Surface Mount;30;30;2;Vertical;0.00254;;;0.022352;0.011049;0.007214
5208009-1;Male;Brass;Gold Flash;Black;Black;Thermoplastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06939;0.01209;0.01041
205859-1;Male;Brass;Gold Flash;;Black;Thermoplastic;Through Hole;37;37;2;Right Angle;0.002769;;;0.069317;0.012548;0.026137
FH12-40S-0.5SH(55);Female;Phosphor Bronze;Gold;;Brown;Plastic;Surface Mount;40;40;;;0.0005;;;0.0231;0.002;0.0056
745413-1;Male;Brass;Tin over Nickel;Black;Black;Plastic;Through Hole;37;37;2;Vertical;0.00277;;;0.06932;0.0175;0.01255
5499206-7;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Solder;30;30;2;Vertical;0.00254;;;0.057404;0.013945;0.008534
MMS-120-01-L-DH;Female;Phosphor Bronze;Gold;Black;Black;Plastic;Horizontal;40;40;2;;0.002;;;0.04;0.004;0.00445
MMS-115-01-L-DH;Female;Phosphor Bronze;Gold;Black;Black;Plastic;Horizontal;30;30;2;;0.002;;;0.03;0.004;0.00445
357-036-520-202;Female;Copper Alloy;Gold;Black;Black;Plastic;Through Hole;36;36;2;;0.00396;;;0.0792;0.01168;0.00871
22-55-2382;Female;;;;Black;Polyester;;38;38;2;;0.00254;;;0.04823;0.00505;0.01524
BCS-140-L-S-HE;Female;Phosphor Bronze;Gold;Black;Black;Plastic;Through Hole;40;40;1;;0.00254;;;0.1016;0.00318;0.00813
71600-034LF;Female;Phosphor Bronze;Gold over Nickel;Gray;Gray;Plastic;PC Board;34;34;2;;0.00254;;;0.04765;0.013;0.0061
BCS-130-L-S-TE;Female;Phosphor Bronze;Gold;Black;Black;Plastic;Through Hole;30;30;1;;0.00254;;;0.0762;0.00737;0.00254
TFML-115-01-S-D-RA;Male;Phosphor Bronze;Gold;;Black;Plastic;Through Hole;30;30;2;;0.00127;;;0.02223;0.00572;0.00559
CHG-2034-J01010-KCP;Female;Copper Alloy;Gold;;Gray;Plastic;;34;34;2;;0.00254;;;0.04382;0.01524;0.00594
748470-1;Male;;;Black;;;;44;44;;;;Steel;;0.038989;;0.04003
89130-0001;Female;Phosphor Bronze;Gold Flash;;Gray;Plastic;;30;30;2;;0.00254;;;0.0427;0.0106;0.0061
FTE-120-01-G-DV;Male;Phosphor Bronze;Gold;Black;Black;Plastic;Surface Mount;40;40;2;;0.0008;;;0.016;0.00138;0.00305
5102321-9;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;40;40;2;Vertical;0.00254;;;0.070104;0.013945;0.008534
5-104068-4;Male;Copper Alloy;Tin;Black;Black;Thermoplastic;Through Hole;40;40;2;Vertical;0.00254;;;0.028702;0.009906;0.008738
5103308-8;Male;Brass;Tin;Black;Black;Thermoplastic;Through Hole;40;40;2;Vertical;0.00254;;;0.05842;0.009779;0.009144
89047-112LF;Female;Copper Alloy;Gold;;;;Through Hole;30;30;5;;0.002;;;0.01195;0.01135;0.02315
1825109-3;Female;Phosphor Bronze;Tin;Black;;Thermoplastic;Through Hole;40;40;;;;;;0.03543;0.00533;0.0152
5-104652-3;Female;Copper Alloy;Tin;Black;Black;Thermoplastic;Surface Mount;30;30;2;Vertical;0.00127;;;0.02352;0.00475;0.003048
79107-7021;Female;Phosphor Bronze;Gold;;Black;Plastic;Through Hole;44;44;2;Vertical;0.002;;;0.04419;0.00444;0.00419
5499206-9;Male;Phosphor Bronze;Tin;Black;Black;Thermoplastic;Through Hole;40;40;2;Vertical;0.00254;;;0.070104;0.013945;0.008534
71600-040LF;Female;Phosphor Bronze;Gold;Gray;Gray;Plastic;PC Board;40;40;2;;0.00254;;;0.05527;0.013;0.0061
BCS-132-L-S-HE;Female;Phosphor Bronze;Gold;Black;Black;Plastic;Through Hole;32;32;1;;0.00254;;;0.08128;0.00318;0.00813
BCS-130-L-S-HE;Female;Phosphor Bronze;Gold;Black;Black;Plastic;Through Hole;30;30;1;;0.00254;;;0.0762;0.00318;0.00813
